GeneName	GeneID	Description
SPOCD1	ENSG00000134668	SPOC domain containing 1(SPOCD1)
SPON1	ENSG00000262655	spondin 1(SPON1)
SPRYD4	ENSG00000176422	SPRY domain containing 4(SPRYD4)
SPSB4	ENSG00000175093	splA/ryanodine receptor domain and SOCS box containing 4(SPSB4)
SPTA1	ENSG00000163554	spectrin alpha, erythrocytic 1(SPTA1)
SPTSSB	ENSG00000196542	serine palmitoyltransferase small subunit B(SPTSSB)
SPTY2D1	ENSG00000179119	SPT2 chromatin protein domain containing 1(SPTY2D1)
SRD5A1	ENSG00000145545	steroid 5 alpha-reductase 1(SRD5A1)
SREBF1	ENSG00000072310	sterol regulatory element binding transcription factor 1(SREBF1)
SRGAP3	ENSG00000196220	SLIT-ROBO Rho GTPase activating protein 3(SRGAP3)
SRPK2	ENSG00000135250	SRSF protein kinase 2(SRPK2)
SRRD	ENSG00000100104	SRR1 domain containing(SRRD)
SRSF10	ENSG00000188529	serine and arginine rich splicing factor 10(SRSF10)
SSB	ENSG00000138385	small RNA binding exonuclease protection factor La(SSB)
SSR3	ENSG00000114850	signal sequence receptor subunit 3(SSR3)
ST3GAL4	ENSG00000110080	ST3 beta-galactoside alpha-2,3-sialyltransferase 4(ST3GAL4)
ST6GAL1	ENSG00000073849	ST6 beta-galactoside alpha-2,6-sialyltransferase 1(ST6GAL1)
ST6GALNAC1	ENSG00000070526	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1(ST6GALNAC1)
ST6GALNAC2	ENSG00000070731	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2(ST6GALNAC2)
ST18	ENSG00000147488	ST18 C2H2C-type zinc finger transcription factor(ST18)
STAP2	ENSG00000178078	signal transducing adaptor family member 2(STAP2)
STAR	ENSG00000147465	steroidogenic acute regulatory protein(STAR)
STARD10	ENSG00000214530	StAR related lipid transfer domain containing 10(STARD10)
STAT3	ENSG00000168610	signal transducer and activator of transcription 3(STAT3)
STEAP1B	ENSG00000105889	STEAP family member 1B(STEAP1B)
STMN3	ENSG00000197457	stathmin 3(STMN3)
STON1	ENSG00000243244	stonin 1(STON1)
STON1-GTF2A1L	ENSG00000068781	STON1-GTF2A1L readthrough(STON1-GTF2A1L)
STON2	ENSG00000140022	stonin 2(STON2)
STUM	ENSG00000203685	stum, mechanosensory transduction mediator homolog(STUM)
STX3	ENSG00000166900	syntaxin 3(STX3)
STX11	ENSG00000135604	syntaxin 11(STX11)
STXBP2	ENSG00000076944	syntaxin binding protein 2(STXBP2)
STXBP2	ENSG00000268400	syntaxin binding protein 2(STXBP2)
STXBP5	ENSG00000164506	syntaxin binding protein 5(STXBP5)
SULF1	ENSG00000137573	sulfatase 1(SULF1)
SULT1B1	ENSG00000173597	sulfotransferase family 1B member 1(SULT1B1)
SUSD3	ENSG00000157303	sushi domain containing 3(SUSD3)
SUV39H1	ENSG00000101945	SUV39H1 histone lysine methyltransferase(SUV39H1)
SUV39H2	ENSG00000152455	SUV39H2 histone lysine methyltransferase(SUV39H2)
SWAP70	ENSG00000133789	switching B cell complex subunit SWAP70(SWAP70)
SYNCRIP	ENSG00000135316	synaptotagmin binding cytoplasmic RNA interacting protein(SYNCRIP)
SYNCRIP	ENSG00000271793	synaptotagmin binding cytoplasmic RNA interacting protein(SYNCRIP)
SYNJ1	ENSG00000159082	synaptojanin 1(SYNJ1)
SYNJ2BP	ENSG00000213463	synaptojanin 2 binding protein(SYNJ2BP)
SYT7	ENSG00000011347	synaptotagmin 7(SYT7)
SYT10	ENSG00000110975	synaptotagmin 10(SYT10)
SYT16	ENSG00000139973	synaptotagmin 16(SYT16)
SYTL3	ENSG00000164674	synaptotagmin like 3(SYTL3)
TAB1	ENSG00000100324	TGF-beta activated kinase 1 (MAP3K7) binding protein 1(TAB1)
TACR1	ENSG00000115353	tachykinin receptor 1(TACR1)
TAGLN2	ENSG00000158710	transgelin 2(TAGLN2)
TANC2	ENSG00000170921	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2(TANC2)
TARBP1	ENSG00000059588	TAR (HIV-1) RNA binding protein 1(TARBP1)
TARDBP	ENSG00000120948	TAR DNA binding protein(TARDBP)
TARS2	ENSG00000143374	threonyl-tRNA synthetase 2, mitochondrial(TARS2)
TAT-AS1	ENSG00000260886	TAT antisense RNA 1(TAT-AS1)
TBC1D3B	ENSG00000274808	TBC1 domain family member 3B(TBC1D3B)
TBC1D3B	ENSG00000274939	TBC1 domain family member 3B(TBC1D3B)
TBC1D3B	ENSG00000278632	TBC1 domain family member 3B(TBC1D3B)
TBC1D5	ENSG00000131374	TBC1 domain family member 5(TBC1D5)
TBRG4	ENSG00000136270	transforming growth factor beta regulator 4(TBRG4)
TCEA2	ENSG00000171703	transcription elongation factor A2(TCEA2)
TCEAL5	ENSG00000204065	transcription elongation factor A like 5(TCEAL5)
TCEAL6	ENSG00000204071	transcription elongation factor A like 6(TCEAL6)
TCERG1	ENSG00000113649	transcription elongation regulator 1(TCERG1)
TCF4	ENSG00000196628	transcription factor 4(TCF4)
TCF7	ENSG00000081059	transcription factor 7(TCF7)
TCF20	ENSG00000100207	transcription factor 20(TCF20)
TCF20	ENSG00000262024	transcription factor 20(TCF20)
TCF20	ENSG00000276461	transcription factor 20(TCF20)
TCF20	ENSG00000280467	transcription factor 20(TCF20)
TCF20	ENSG00000281897	transcription factor 20(TCF20)
TCF20	ENSG00000282892	transcription factor 20(TCF20)
TCF20	ENSG00000283026	transcription factor 20(TCF20)
TCF20	ENSG00000283681	transcription factor 20(TCF20)
TCL1B	ENSG00000213231	TCL1 family AKT coactivator B(TCL1B)
TCN2	ENSG00000185339	transcobalamin 2(TCN2)
TCTN3	ENSG00000119977	tectonic family member 3(TCTN3)
TDRD12	ENSG00000173809	tudor domain containing 12(TDRD12)
TECPR2	ENSG00000196663	tectonin beta-propeller repeat containing 2(TECPR2)
TEF	ENSG00000167074	TEF transcription factor, PAR bZIP family member(TEF)
TENM2	ENSG00000145934	teneurin transmembrane protein 2(TENM2)
TENT5A	ENSG00000112773	terminal nucleotidyltransferase 5A(TENT5A)
TET1	ENSG00000138336	tet methylcytosine dioxygenase 1(TET1)
TEX10	ENSG00000136891	testis expressed 10(TEX10)
TEX14	ENSG00000121101	testis expressed 14, intercellular bridge forming factor(TEX14)
TEX29	ENSG00000153495	testis expressed 29(TEX29)
TFE3	ENSG00000068323	transcription factor binding to IGHM enhancer 3(TFE3)
TFEB	ENSG00000112561	transcription factor EB(TFEB)
TFEC	ENSG00000105967	transcription factor EC(TFEC)
TFF2	ENSG00000160181	trefoil factor 2(TFF2)
TGFB1	ENSG00000105329	transforming growth factor beta 1(TGFB1)
TGFBR2	ENSG00000163513	transforming growth factor beta receptor 2(TGFBR2)
TH	ENSG00000180176	tyrosine hydroxylase(TH)
THBD	ENSG00000178726	thrombomodulin(THBD)
THEM4	ENSG00000159445	thioesterase superfamily member 4(THEM4)
THRA	ENSG00000126351	thyroid hormone receptor alpha(THRA)
THRAP3	ENSG00000054118	thyroid hormone receptor associated protein 3(THRAP3)
THSD1	ENSG00000136114	thrombospondin type 1 domain containing 1(THSD1)
TIAM2	ENSG00000146426	TIAM Rac1 associated GEF 2(TIAM2)
TIGD3	ENSG00000173825	tigger transposable element derived 3(TIGD3)
TIMELESS	ENSG00000111602	timeless circadian regulator(TIMELESS)
TIMP3	ENSG00000100234	TIMP metallopeptidase inhibitor 3(TIMP3)
TLE2	ENSG00000065717	TLE family member 2, transcriptional corepressor(TLE2)
TLE3	ENSG00000140332	TLE family member 3, transcriptional corepressor(TLE3)
TLE4	ENSG00000106829	TLE family member 4, transcriptional corepressor(TLE4)
TLR1	ENSG00000174125	toll like receptor 1(TLR1)
TLR4	ENSG00000136869	toll like receptor 4(TLR4)
TLR5	ENSG00000187554	toll like receptor 5(TLR5)
TMC4	ENSG00000167608	transmembrane channel like 4(TMC4)
TMC4	ENSG00000273722	transmembrane channel like 4(TMC4)
TMC4	ENSG00000274384	transmembrane channel like 4(TMC4)
TMC4	ENSG00000277789	transmembrane channel like 4(TMC4)
TMCC2	ENSG00000133069	transmembrane and coiled-coil domain family 2(TMCC2)
TMCO4	ENSG00000162542	transmembrane and coiled-coil domains 4(TMCO4)
TMEM25	ENSG00000149582	transmembrane protein 25(TMEM25)
TMEM26	ENSG00000196932	transmembrane protein 26(TMEM26)
TMEM41B	ENSG00000166471	transmembrane protein 41B(TMEM41B)
TMEM45B	ENSG00000151715	transmembrane protein 45B(TMEM45B)
TMEM88	ENSG00000167874	transmembrane protein 88(TMEM88)
TMEM108	ENSG00000144868	transmembrane protein 108(TMEM108)
TMEM116	ENSG00000198270	transmembrane protein 116(TMEM116)
TMEM120A	ENSG00000189077	transmembrane protein 120A(TMEM120A)
TMEM121	ENSG00000184986	transmembrane protein 121(TMEM121)
TMEM127	ENSG00000135956	transmembrane protein 127(TMEM127)
TMEM132B	ENSG00000139364	transmembrane protein 132B(TMEM132B)
TMEM140	ENSG00000146859	transmembrane protein 140(TMEM140)
TMEM144	ENSG00000164124	transmembrane protein 144(TMEM144)
TMEM151A	ENSG00000179292	transmembrane protein 151A(TMEM151A)
TMEM170B	ENSG00000205269	transmembrane protein 170B(TMEM170B)
TMEM177	ENSG00000144120	transmembrane protein 177(TMEM177)
TMEM196	ENSG00000173452	transmembrane protein 196(TMEM196)
TMEM204	ENSG00000131634	transmembrane protein 204(TMEM204)
TMEM209	ENSG00000146842	transmembrane protein 209(TMEM209)
TMPRSS5	ENSG00000166682	transmembrane serine protease 5(TMPRSS5)
TMTC1	ENSG00000133687	transmembrane O-mannosyltransferase targeting cadherins 1(TMTC1)
TNFAIP6	ENSG00000123610	TNF alpha induced protein 6(TNFAIP6)
TNFRSF1A	ENSG00000067182	TNF receptor superfamily member 1A(TNFRSF1A)
TNFRSF9	ENSG00000049249	TNF receptor superfamily member 9(TNFRSF9)
TNFRSF10C	ENSG00000173535	TNF receptor superfamily member 10c(TNFRSF10C)
TNFRSF11A	ENSG00000141655	TNF receptor superfamily member 11a(TNFRSF11A)
TNFSF4	ENSG00000117586	TNF superfamily member 4(TNFSF4)
TNFSF10	ENSG00000121858	TNF superfamily member 10(TNFSF10)
TNFSF14	ENSG00000125735	TNF superfamily member 14(TNFSF14)
TNIK	ENSG00000154310	TRAF2 and NCK interacting kinase(TNIK)
TNNT3	ENSG00000130595	troponin T3, fast skeletal type(TNNT3)
TNNT3	ENSG00000288250	troponin T3, fast skeletal type(TNNT3)
TNRC6B	ENSG00000100354	trinucleotide repeat containing adaptor 6B(TNRC6B)
TOM1	ENSG00000100284	target of myb1 membrane trafficking protein(TOM1)
TOMM7	ENSG00000196683	translocase of outer mitochondrial membrane 7(TOMM7)
TOMM20	ENSG00000173726	translocase of outer mitochondrial membrane 20(TOMM20)
TOP1	ENSG00000198900	DNA topoisomerase I(TOP1)
TOP2A	ENSG00000131747	DNA topoisomerase II alpha(TOP2A)
TOR1A	ENSG00000136827	torsin family 1 member A(TOR1A)
TOX	ENSG00000198846	thymocyte selection associated high mobility group box(TOX)
TP53	ENSG00000141510	tumor protein p53(TP53)
TP53I11	ENSG00000175274	tumor protein p53 inducible protein 11(TP53I11)
TP53INP1	ENSG00000164938	tumor protein p53 inducible nuclear protein 1(TP53INP1)
TPCN1	ENSG00000186815	two pore segment channel 1(TPCN1)
TPH1	ENSG00000129167	tryptophan hydroxylase 1(TPH1)
TPH2	ENSG00000139287	tryptophan hydroxylase 2(TPH2)
TPST1	ENSG00000169902	tyrosylprotein sulfotransferase 1(TPST1)
TPTEP2-CSNK1E	ENSG00000283900	TPTEP2-CSNK1E readthrough(TPTEP2-CSNK1E)
TRA2B	ENSG00000136527	transformer 2 beta homolog(TRA2B)
TRAF3IP1	ENSG00000204104	TRAF3 interacting protein 1(TRAF3IP1)
TRAF5	ENSG00000082512	TNF receptor associated factor 5(TRAF5)
TRANK1	ENSG00000168016	tetratricopeptide repeat and ankyrin repeat containing 1(TRANK1)
TRAT1	ENSG00000163519	T cell receptor associated transmembrane adaptor 1(TRAT1)
TREM1	ENSG00000124731	triggering receptor expressed on myeloid cells 1(TREM1)
TREML2	ENSG00000112195	triggering receptor expressed on myeloid cells like 2(TREML2)
TRIB1	ENSG00000173334	tribbles pseudokinase 1(TRIB1)
TRIB2	ENSG00000071575	tribbles pseudokinase 2(TRIB2)
TRIB3	ENSG00000101255	tribbles pseudokinase 3(TRIB3)
TRIM3	ENSG00000110171	tripartite motif containing 3(TRIM3)
TRIM25	ENSG00000121060	tripartite motif containing 25(TRIM25)
TRIM33	ENSG00000197323	tripartite motif containing 33(TRIM33)
TRIM35	ENSG00000104228	tripartite motif containing 35(TRIM35)
TRIM37	ENSG00000108395	tripartite motif containing 37(TRIM37)
TRIM62	ENSG00000116525	tripartite motif containing 62(TRIM62)
TRPC6	ENSG00000137672	transient receptor potential cation channel subfamily C member 6(TRPC6)
TRPC7	ENSG00000069018	transient receptor potential cation channel subfamily C member 7(TRPC7)
TRPS1	ENSG00000104447	transcriptional repressor GATA binding 1(TRPS1)
TSC22D3	ENSG00000157514	TSC22 domain family member 3(TSC22D3)
TSC22D4	ENSG00000166925	TSC22 domain family member 4(TSC22D4)
TSEN2	ENSG00000154743	tRNA splicing endonuclease subunit 2(TSEN2)
TSHB	ENSG00000134200	thyroid stimulating hormone subunit beta(TSHB)
TSHZ1	ENSG00000179981	teashirt zinc finger homeobox 1(TSHZ1)
TSHZ3	ENSG00000121297	teashirt zinc finger homeobox 3(TSHZ3)
TSPAN2	ENSG00000134198	tetraspanin 2(TSPAN2)
TSPAN3	ENSG00000140391	tetraspanin 3(TSPAN3)
TSPAN4	ENSG00000214063	tetraspanin 4(TSPAN4)
TSPAN11	ENSG00000110900	tetraspanin 11(TSPAN11)
TSPYL5	ENSG00000180543	TSPY like 5(TSPYL5)
TSR1	ENSG00000167721	TSR1 ribosome maturation factor(TSR1)
TTC3	ENSG00000182670	tetratricopeptide repeat domain 3(TTC3)
TTC8	ENSG00000165533	tetratricopeptide repeat domain 8(TTC8)
TTC12	ENSG00000149292	tetratricopeptide repeat domain 12(TTC12)
TTC21A	ENSG00000168026	tetratricopeptide repeat domain 21A(TTC21A)
TTC28	ENSG00000100154	tetratricopeptide repeat domain 28(TTC28)
TTC29	ENSG00000137473	tetratricopeptide repeat domain 29(TTC29)
TTC39C	ENSG00000168234	tetratricopeptide repeat domain 39C(TTC39C)
TTLL5	ENSG00000119685	tubulin tyrosine ligase like 5(TTLL5)
TUBA4A	ENSG00000127824	tubulin alpha 4a(TUBA4A)
TUBB6	ENSG00000176014	tubulin beta 6 class V(TUBB6)
TUBD1	ENSG00000108423	tubulin delta 1(TUBD1)
TULP4	ENSG00000130338	TUB like protein 4(TULP4)
TXK	ENSG00000074966	TXK tyrosine kinase(TXK)
TXNL4B	ENSG00000140830	thioredoxin like 4B(TXNL4B)
TYMS	ENSG00000176890	thymidylate synthetase(TYMS)
UBA2	ENSG00000126261	ubiquitin like modifier activating enzyme 2(UBA2)
UBA52	ENSG00000221983	ubiquitin A-52 residue ribosomal protein fusion product 1(UBA52)
UBASH3A	ENSG00000160185	ubiquitin associated and SH3 domain containing A(UBASH3A)
UBC	ENSG00000150991	ubiquitin C(UBC)
UBE2B	ENSG00000119048	ubiquitin conjugating enzyme E2 B(UBE2B)
UBE2C	ENSG00000175063	ubiquitin conjugating enzyme E2 C(UBE2C)
UBE2E2	ENSG00000182247	ubiquitin conjugating enzyme E2 E2(UBE2E2)
UBE3A	ENSG00000114062	ubiquitin protein ligase E3A(UBE3A)
UBL5	ENSG00000198258	ubiquitin like 5(UBL5)
UBN1	ENSG00000118900	ubinuclein 1(UBN1)
UBQLN2	ENSG00000188021	ubiquilin 2(UBQLN2)
UBR2	ENSG00000024048	ubiquitin protein ligase E3 component n-recognin 2(UBR2)
UBTD1	ENSG00000165886	ubiquitin domain containing 1(UBTD1)
UBXN2A	ENSG00000173960	UBX domain protein 2A(UBXN2A)
UBXN2B	ENSG00000215114	UBX domain protein 2B(UBXN2B)
UBXN4	ENSG00000144224	UBX domain protein 4(UBXN4)
ULK1	ENSG00000177169	unc-51 like autophagy activating kinase 1(ULK1)
UNC5B	ENSG00000107731	unc-5 netrin receptor B(UNC5B)
UNC5D	ENSG00000156687	unc-5 netrin receptor D(UNC5D)
UPB1	ENSG00000100024	beta-ureidopropionase 1(UPB1)
UPF3B	ENSG00000125351	UPF3B regulator of nonsense mediated mRNA decay(UPF3B)
UPP1	ENSG00000183696	uridine phosphorylase 1(UPP1)
UPP2	ENSG00000007001	uridine phosphorylase 2(UPP2)
URB1	ENSG00000142207	URB1 ribosome biogenesis homolog(URB1)
USP2	ENSG00000036672	ubiquitin specific peptidase 2(USP2)
USP4	ENSG00000114316	ubiquitin specific peptidase 4(USP4)
USP7	ENSG00000187555	ubiquitin specific peptidase 7(USP7)
USP14	ENSG00000101557	ubiquitin specific peptidase 14(USP14)
USP31	ENSG00000103404	ubiquitin specific peptidase 31(USP31)
USP34	ENSG00000115464	ubiquitin specific peptidase 34(USP34)
USP42	ENSG00000106346	ubiquitin specific peptidase 42(USP42)
USP49	ENSG00000164663	ubiquitin specific peptidase 49(USP49)
UTS2	ENSG00000049247	urotensin 2(UTS2)
UTS2R	ENSG00000181408	urotensin 2 receptor(UTS2R)
UVSSA	ENSG00000163945	UV stimulated scaffold protein A(UVSSA)
VAMP2	ENSG00000220205	vesicle associated membrane protein 2(VAMP2)
VAMP3	ENSG00000049245	vesicle associated membrane protein 3(VAMP3)
VAMP9P	ENSG00000284516	vesicle associated membrane protein 9, pseudogene(VAMP9P)
VEGFA	ENSG00000112715	vascular endothelial growth factor A(VEGFA)
VEZT	ENSG00000028203	vezatin, adherens junctions transmembrane protein(VEZT)
VMO1	ENSG00000182853	vitelline membrane outer layer 1 homolog(VMO1)
VNN1	ENSG00000112299	vanin 1(VNN1)
VPS37B	ENSG00000139722	VPS37B subunit of ESCRT-I(VPS37B)
VRK2	ENSG00000028116	VRK serine/threonine kinase 2(VRK2)
VSIG4	ENSG00000155659	V-set and immunoglobulin domain containing 4(VSIG4)
VSX2	ENSG00000119614	visual system homeobox 2(VSX2)
VTA1	ENSG00000009844	vesicle trafficking 1(VTA1)
VTI1A	ENSG00000151532	vesicle transport through interaction with t-SNAREs 1A(VTI1A)
VWA8	ENSG00000102763	von Willebrand factor A domain containing 8(VWA8)
WAS	ENSG00000015285	WASP actin nucleation promoting factor(WAS)
WBP2P1	ENSG00000229248	WW domain binding protein 2 pseudogene 1(WBP2P1)
WDCP	ENSG00000163026	WD repeat and coiled coil containing(WDCP)
WDFY3	ENSG00000163625	WD repeat and FYVE domain containing 3(WDFY3)
WDHD1	ENSG00000198554	WD repeat and HMG-box DNA binding protein 1(WDHD1)
WDR3	ENSG00000065183	WD repeat domain 3(WDR3)
WDR75	ENSG00000115368	WD repeat domain 75(WDR75)
WIPF2	ENSG00000171475	WAS/WASL interacting protein family member 2(WIPF2)
WIZ	ENSG00000011451	WIZ zinc finger(WIZ)
WNT7B	ENSG00000188064	Wnt family member 7B(WNT7B)
WNT10A	ENSG00000135925	Wnt family member 10A(WNT10A)
WRN	ENSG00000165392	WRN RecQ like helicase(WRN)
WSCD2	ENSG00000075035	WSC domain containing 2(WSCD2)
WWP1	ENSG00000123124	WW domain containing E3 ubiquitin protein ligase 1(WWP1)
XAF1	ENSG00000132530	XIAP associated factor 1(XAF1)
XKR6	ENSG00000171044	XK related 6(XKR6)
XPA	ENSG00000136936	XPA, DNA damage recognition and repair factor(XPA)
XPR1	ENSG00000143324	xenotropic and polytropic retrovirus receptor 1(XPR1)
YAF2	ENSG00000015153	YY1 associated factor 2(YAF2)
YES1	ENSG00000176105	YES proto-oncogene 1, Src family tyrosine kinase(YES1)
YIPF3	ENSG00000137207	Yip1 domain family member 3(YIPF3)
YLPM1	ENSG00000119596	YLP motif containing 1(YLPM1)
YTHDC1	ENSG00000083896	YTH domain containing 1(YTHDC1)
YTHDC1	ENSG00000275272	YTH domain containing 1(YTHDC1)
YTHDC2	ENSG00000047188	YTH domain containing 2(YTHDC2)
YWHAZ	ENSG00000164924	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta(YWHAZ)
ZBED9	ENSG00000232040	zinc finger BED-type containing 9(ZBED9)
ZBED9	ENSG00000248496	zinc finger BED-type containing 9(ZBED9)
ZBTB7B	ENSG00000160685	zinc finger and BTB domain containing 7B(ZBTB7B)
ZBTB16	ENSG00000109906	zinc finger and BTB domain containing 16(ZBTB16)
ZBTB34	ENSG00000177125	zinc finger and BTB domain containing 34(ZBTB34)
ZBTB37	ENSG00000185278	zinc finger and BTB domain containing 37(ZBTB37)
ZC3H8	ENSG00000144161	zinc finger CCCH-type containing 8(ZC3H8)
ZC3H14	ENSG00000100722	zinc finger CCCH-type containing 14(ZC3H14)
ZC4H2	ENSG00000126970	zinc finger C4H2-type containing(ZC4H2)
ZCCHC2	ENSG00000141664	zinc finger CCHC-type containing 2(ZCCHC2)
ZCCHC4	ENSG00000168228	zinc finger CCHC-type containing 4(ZCCHC4)
ZCCHC7	ENSG00000147905	zinc finger CCHC-type containing 7(ZCCHC7)
ZCCHC8	ENSG00000033030	zinc finger CCHC-type containing 8(ZCCHC8)
ZCCHC14	ENSG00000140948	zinc finger CCHC-type containing 14(ZCCHC14)
ZCCHC17	ENSG00000121766	zinc finger CCHC-type containing 17(ZCCHC17)
ZDBF2	ENSG00000204186	zinc finger DBF-type containing 2(ZDBF2)
ZDBF2	ENSG00000283649	zinc finger DBF-type containing 2(ZDBF2)
ZDHHC7	ENSG00000153786	zinc finger DHHC-type palmitoyltransferase 7(ZDHHC7)
ZDHHC18	ENSG00000204160	zinc finger DHHC-type palmitoyltransferase 18(ZDHHC18)
ZFAND3	ENSG00000156639	zinc finger AN1-type containing 3(ZFAND3)
ZFAT	ENSG00000066827	zinc finger and AT-hook domain containing(ZFAT)
ZFHX3	ENSG00000140836	zinc finger homeobox 3(ZFHX3)
ZFP14	ENSG00000142065	ZFP14 zinc finger protein(ZFP14)
ZFP62	ENSG00000196670	ZFP62 zinc finger protein(ZFP62)
ZFP91	ENSG00000186660	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase(ZFP91)
ZFP91-CNTF	ENSG00000255073	ZFP91-CNTF readthrough (NMD candidate)(ZFP91-CNTF)
ZFYVE1	ENSG00000165861	zinc finger FYVE-type containing 1(ZFYVE1)
ZFYVE9	ENSG00000157077	zinc finger FYVE-type containing 9(ZFYVE9)
ZFYVE16	ENSG00000039319	zinc finger FYVE-type containing 16(ZFYVE16)
ZKSCAN3	ENSG00000189298	zinc finger with KRAB and SCAN domains 3(ZKSCAN3)
ZMAT1	ENSG00000166432	zinc finger matrin-type 1(ZMAT1)
ZMIZ2	ENSG00000122515	zinc finger MIZ-type containing 2(ZMIZ2)
ZMYM4	ENSG00000146463	zinc finger MYM-type containing 4(ZMYM4)
ZMYND19	ENSG00000165724	zinc finger MYND-type containing 19(ZMYND19)
ZNF14	ENSG00000105708	zinc finger protein 14(ZNF14)
ZNF26	ENSG00000198393	zinc finger protein 26(ZNF26)
ZNF101	ENSG00000181896	zinc finger protein 101(ZNF101)
ZNF135	ENSG00000176293	zinc finger protein 135(ZNF135)
ZNF146	ENSG00000167635	zinc finger protein 146(ZNF146)
ZNF165	ENSG00000197279	zinc finger protein 165(ZNF165)
ZNF195	ENSG00000005801	zinc finger protein 195(ZNF195)
ZNF239	ENSG00000196793	zinc finger protein 239(ZNF239)
ZNF251	ENSG00000198169	zinc finger protein 251(ZNF251)
ZNF251	ENSG00000278062	zinc finger protein 251(ZNF251)
ZNF256	ENSG00000152454	zinc finger protein 256(ZNF256)
ZNF287	ENSG00000141040	zinc finger protein 287(ZNF287)
ZNF302	ENSG00000089335	zinc finger protein 302(ZNF302)
ZNF345	ENSG00000251247	zinc finger protein 345(ZNF345)
ZNF410	ENSG00000119725	zinc finger protein 410(ZNF410)
ZNF438	ENSG00000183621	zinc finger protein 438(ZNF438)
ZNF454	ENSG00000178187	zinc finger protein 454(ZNF454)
ZNF485	ENSG00000198298	zinc finger protein 485(ZNF485)
ZNF486	ENSG00000256229	zinc finger protein 486(ZNF486)
ZNF502	ENSG00000196653	zinc finger protein 502(ZNF502)
ZNF502	ENSG00000281448	zinc finger protein 502(ZNF502)
ZNF516	ENSG00000101493	zinc finger protein 516(ZNF516)
ZNF536	ENSG00000198597	zinc finger protein 536(ZNF536)
ZNF540	ENSG00000171817	zinc finger protein 540(ZNF540)
ZNF551	ENSG00000204519	zinc finger protein 551(ZNF551)
ZNF552	ENSG00000178935	zinc finger protein 552(ZNF552)
ZNF557	ENSG00000130544	zinc finger protein 557(ZNF557)
ZNF563	ENSG00000188868	zinc finger protein 563(ZNF563)
ZNF573	ENSG00000189144	zinc finger protein 573(ZNF573)
ZNF577	ENSG00000161551	zinc finger protein 577(ZNF577)
ZNF618	ENSG00000157657	zinc finger protein 618(ZNF618)
ZNF629	ENSG00000102870	zinc finger protein 629(ZNF629)
ZNF658	ENSG00000274349	zinc finger protein 658(ZNF658)
ZNF671	ENSG00000083814	zinc finger protein 671(ZNF671)
ZNF682	ENSG00000197124	zinc finger protein 682(ZNF682)
ZNF704	ENSG00000164684	zinc finger protein 704(ZNF704)
ZNF764	ENSG00000169951	zinc finger protein 764(ZNF764)
ZNF766	ENSG00000196214	zinc finger protein 766(ZNF766)
ZNF777	ENSG00000196453	zinc finger protein 777(ZNF777)
ZNF787	ENSG00000142409	zinc finger protein 787(ZNF787)
ZNF789	ENSG00000198556	zinc finger protein 789(ZNF789)
ZNF804A	ENSG00000170396	zinc finger protein 804A(ZNF804A)
ZNHIT6	ENSG00000117174	zinc finger HIT-type containing 6(ZNHIT6)
ZSCAN12	ENSG00000158691	zinc finger and SCAN domain containing 12(ZSCAN12)
ZSCAN16-AS1	ENSG00000269293	ZSCAN16 antisense RNA 1(ZSCAN16-AS1)
ZSCAN18	ENSG00000121413	zinc finger and SCAN domain containing 18(ZSCAN18)
ZSCAN31	ENSG00000235109	zinc finger and SCAN domain containing 31(ZSCAN31)
ZWINT	ENSG00000122952	ZW10 interacting kinetochore protein(ZWINT)
ZYG11B	ENSG00000162378	zyg-11 family member B, cell cycle regulator(ZYG11B)
